geocode,publisher,activity_or_facility,row_count
E06000055,Playwaze,FitSteps®,28
E06000055,Playwaze,Group Exercise,12
E06000055,Playwaze,Mixed Martial Arts,8
E06000055,Playwaze,Roller Hockey,8
E06000055,Playwaze,Running,32
E06000055,Playwaze,Walking,20
E06000055,Playwaze,Yoga,4
E06000056,Bookwhen,Bounce,84
E06000056,Everyone Active,,192290
E06000056,Everyone Active,Body Combat™,5
E06000056,Everyone Active,Body Conditioning,5
E06000056,Everyone Active,Circuit Training,5
E06000056,Everyone Active,Indoor Cycling,5
E06000056,Everyone Active,KFA Seated/Chair,10
E06000056,Everyone Active,Pilates,20
E06000056,Everyone Active,Sprint®,5
E06000056,Everyone Active,Swimming,35
E06000056,Everyone Active,Yoga,15
E06000056,Exercise Anywhere,Nordic Walking,72
E06000056,GoodGym,Running,8
E06000056,Played,Golf,20
E06000056,Playwaze,Angling,4
E06000056,Playwaze,Aqua Fit,4
E06000056,Playwaze,Aquanatal,4
E06000056,Playwaze,Badminton,44
E06000056,Playwaze,Chair Yoga,16
E06000056,Playwaze,Cricket,8
E06000056,Playwaze,Dance Fitness,4
E06000056,Playwaze,Group Exercise,8
E06000056,Playwaze,Ju-Jitsu,12
E06000056,Playwaze,Karate,20
E06000056,Playwaze,KFA Seated/Chair,12
E06000056,Playwaze,Netball,24
E06000056,Playwaze,Pilates,20
E06000056,Playwaze,Resistance Training,8
E06000056,Playwaze,Running,56
E06000056,Playwaze,Walking,52
E06000056,Playwaze,Walking Netball,4
E06000056,Playwaze,Yoga,24
E06000056,SLL and InspireAll,,3183
E06000057,Bookwhen,Canoeing,4
E06000057,Bookwhen,Dance,12
E06000057,Bookwhen,Exercise machine,96
E06000057,Bookwhen,Swimming,180
E06000057,Bookwhen,Target Shooting,4
E06000057,British Triathlon,Triathlon,9
E06000057,England Netball,Netball,33
E06000057,Places Leisure,,144335
E06000057,Places Leisure,Abs/Core,10
E06000057,Places Leisure,"Abs/Core, Group Exercise",10
E06000057,Places Leisure,Aerobics,5
E06000057,Places Leisure,Badminton,5
E06000057,Places Leisure,Body Combat™,20
E06000057,Places Leisure,Body Conditioning,15
E06000057,Places Leisure,Bodyattack™,5
E06000057,Places Leisure,Bodybalance™,5
E06000057,Places Leisure,Bodypump™,15
E06000057,Places Leisure,Bodystep™,5
E06000057,Places Leisure,Dance Fitness,15
E06000057,Places Leisure,FLexercise,5
E06000057,Places Leisure,"Functional Fitness, Group Exercise",5
E06000057,Places Leisure,General Fitness for Older Adults,5
E06000057,Places Leisure,"General Fitness for Older Adults, Group Exercise",45
E06000057,Places Leisure,Group Exercise,70
E06000057,Places Leisure,Indoor Cycling,165
E06000057,Places Leisure,Legs Bums And Tums,40
E06000057,Places Leisure,Les Mills Grit™,5
E06000057,Places Leisure,Pilates,25
E06000057,Places Leisure,Pump Fx,25
E06000057,Places Leisure,Salsa Fitness,5
E06000057,Places Leisure,"Sauna, Steam Room, Spa",15
E06000057,Places Leisure,Sprint®,5
E06000057,Places Leisure,Swimming,75
E06000057,Places Leisure,Vinyasa Yoga,5
E06000057,Places Leisure,Walking Netball,5
E06000057,Places Leisure,Yin Yoga,20
E06000057,Places Leisure,Yoga,10
E06000057,Places Leisure,Yogalates™,15
E06000057,Places Leisure,Zumba®,15
E06000057,Places Leisure,Zumba® Gold,5
E06000057,Playwaze,Badminton,8
E06000058,Bookwhen,Iyengar Yoga,28
E06000058,British Triathlon,Triathlon,1
E06000058,Exercise Anywhere,Nordic Walking,30
E06000058,GoodGym,Running,4
E06000058,Played,Beach Volleyball,396
E06000058,Playwaze,Badminton,16
E06000058,Playwaze,Basketball > Wheelchair Basketball,4
E06000058,Playwaze,Bouldering,24
E06000058,Playwaze,Dance,8
E06000058,Playwaze,Functional Fitness,8
E06000058,Playwaze,Rugby,32
E06000058,Playwaze,Running,4
E06000058,Playwaze,Wheelchair Rugby,8
E06000058,TeamUp,,909
E06000058,TeamUp,Parkour,30
E06000059,Bookwhen,Bounce,40
E06000059,Bookwhen,Iyengar Yoga,12
E06000059,British Triathlon,Triathlon,4
E06000059,Everyone Active,,52100
E06000059,Everyone Active,Abs/Core,5
E06000059,Everyone Active,Legs Bums And Tums,5
E06000059,Everyone Active,Sauna,495
E06000059,Everyone Active,Swimming,75
E06000059,Exercise Anywhere,Nordic Walking,210
E06000059,GoodGym,Running,3
E06000059,Places Leisure,,15360
E06000059,Places Leisure,Indoor Cycling,10
E06000059,Places Leisure,Swimming,5
E06000059,Playwaze,Badminton,4
E06000059,Playwaze,Cycling,12
E06000059,Playwaze,FitSteps®,28
E06000059,Playwaze,Functional Fitness,16
E06000059,Playwaze,Group Exercise,48
E06000059,Playwaze,Multi Fitness,4
E06000059,Playwaze,Nordic Walking,52
E06000059,Playwaze,Pregnancy Yoga,4
E06000059,Precision Football Arena,Sports Hall,5880
E06000059,The Woodroffe School,Sports Hall,20524
E06000060,Better,Aerobics,40
E06000060,Better,Body Conditioning,80
E06000060,Better,"Body Conditioning, Group Exercise",168
E06000060,Better,Circuit Training,84
E06000060,Better,"Core Stability, Abs/Core, Group Exercise",20
E06000060,Better,Functional Fitness,20
E06000060,Better,Group Exercise,80
E06000060,Better,"Hatha Yoga, Yoga",60
E06000060,Better,HIIT,20
E06000060,Better,Indoor Cycling,100
E06000060,Better,Legs Bums And Tums,20
E06000060,Better,Pilates,200
E06000060,Better,Pump Fx,20
E06000060,Better,Table Tennis,20
E06000060,Better,Tai Chi,20
E06000060,Better,"Tai Chi, Group Exercise",20
E06000060,Better,Zumba®,40
E06000060,Bookwhen,"Aerobics, Group Exercise, Pound™",4
E06000060,Bookwhen,Bounce,64
E06000060,Bookwhen,Group Exercise,12
E06000060,Bookwhen,Hatha Yoga,20
E06000060,British Triathlon,"Duathlon, Triathlon",2
E06000060,British Triathlon,"Swimming, Triathlon",3
E06000060,British Triathlon,Triathlon,16
E06000060,British Triathlon,"Triathlon, Duathlon",1
E06000060,British Triathlon,"Triathlon, Swimming",2
E06000060,England Netball,Walking Netball,2
E06000060,Everyone Active,,95585
E06000060,Everyone Active,Badminton,5
E06000060,Everyone Active,Bodypump™,5
E06000060,Everyone Active,Gym Workout,55
E06000060,Everyone Active,Pickleball,5
E06000060,Everyone Active,Pilates,5
E06000060,Everyone Active,Swimming,10
E06000060,Exercise Anywhere,Nordic Walking,72
E06000060,GLL,"Athletics, Swimming",17
E06000060,GLL,"Fitness Classes, Swimming",292
E06000060,GLL,"Gym Workout, Swimming",118
E06000060,GLL,"Legs, Bums & Tums, Swimming",3
E06000060,GLL,"Strength Basics, Swimming",24
E06000060,GLL,Swimming,16
E06000060,GoodGym,Running,2
E06000060,Places Leisure,,42455
E06000060,Places Leisure,Boxfit,5
E06000060,Places Leisure,Swimming,10
E06000060,Playwaze,Badminton,8
E06000060,Playwaze,FitSteps®,4
E06000060,Playwaze,Group Exercise,4
E06000060,Playwaze,Other,24
E06000060,Playwaze,Pound™,4
E06000060,Playwaze,Walking,4
E06000060,Serco Leisure,,15876
E06000060,Stowe Enterprises Ltd,Sports Hall,78536
E06000060,Upshot,Otago,5
E06000061,British Triathlon,Triathlon,2
E06000061,East Midlands Academy Trust,Sports Hall,75378
E06000061,Exercise Anywhere,Nordic Walking,72
E06000061,Places Leisure,,10545
E06000061,Places Leisure,Group Exercise,10
E06000061,Places Leisure,Rpm™,20
E06000061,Places Leisure,Sprint®,5
E06000061,Playwaze,Cricket,24
E06000061,Playwaze,Cycling,4
E06000061,Playwaze,Futsal,16
E06000061,Playwaze,Other,40
E06000061,Playwaze,Road Cycling,16
E06000061,Playwaze,Tai Chi,4
E06000061,TeamUp,,162
E06000062,Bookwhen,"Body Attack, Body Conditioning, Hour of Power, Legs Bums And Tums",12
E06000062,Bookwhen,Hatha Yoga,44
E06000062,Bookwhen,Meditation,28
E06000062,Bookwhen,Pilates,12
E06000062,Bookwhen,Restorative Yoga,48
E06000062,Bookwhen,Yoga,88
E06000062,Bookwhen,Yoga Nidra,16
E06000062,British Triathlon,Triathlon,3
E06000062,Everyone Active,,47775
E06000062,Everyone Active,Body Combat™,5
E06000062,Everyone Active,Swimming,5
E06000062,Old Northamptonians Association,Sports Hall,1036
E06000062,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,10335
E06000062,Playwaze,American Football,8
E06000062,Playwaze,Badminton,20
E06000062,Playwaze,Football,40
E06000062,Playwaze,Group Exercise,12
E06000062,Playwaze,Gymnastics,16
E06000062,Playwaze,Ju-Jitsu,12
E06000062,Playwaze,Judo,12
E06000062,Playwaze,Karate,4
E06000062,Playwaze,Martial Arts,4
E06000062,Playwaze,Pickleball,8
E06000062,Playwaze,Pilates,16
E06000062,Playwaze,Running,16
E06000062,Playwaze,Tai Chi,12
E06000062,Stowe Enterprises Ltd,Sports Hall,59562
E06000062,TeamUp,,897
E06000062,Water Lilies Swimming School Ltd,Sports Hall,3250
E06000063,Better,Aqua Aerobics,84
E06000063,Better,Badminton,52
E06000063,Better,Body Conditioning,236
E06000063,Better,"Body Conditioning, Group Exercise",168
E06000063,Better,Bodybalance™,52
E06000063,Better,Boxfit,24
E06000063,Better,Circuit Training,224
E06000063,Better,Climbing,1168
E06000063,Better,"Core Stability, Abs/Core, Group Exercise",56
E06000063,Better,"Dance Fitness, Group Exercise",8
E06000063,Better,Functional Fitness,100
E06000063,Better,Group Exercise,72
E06000063,Better,Gymnastics,104
E06000063,Better,HIIT,68
E06000063,Better,Indoor Cycling,340
E06000063,Better,Legs Bums And Tums,4
E06000063,Better,Multisports,216
E06000063,Better,Pilates,280
E06000063,Better,Pump Fx,4
E06000063,Better,Rock Climbing,5652
E06000063,Better,Roller Skating,132
E06000063,Better,Soft Play,13100
E06000063,Better,Step Aerobics,152
E06000063,Better,Swimming,35740
E06000063,Better,Swimming Lessons,48
E06000063,Better,Walking Football,48
E06000063,Better,Walking Netball,44
E06000063,Better,Zumba®,140
E06000063,British Triathlon,Triathlon,3
E06000063,GLL,"Adult Activities, Swimming",9
E06000063,GLL,"Athletics, Swimming",42
E06000063,GLL,"Badminton, Swimming",164
E06000063,GLL,"Children's Activities, Swimming",8
E06000063,GLL,"Climbing , Swimming",47
E06000063,GLL,"Clip 'n Climb, Swimming",32
E06000063,GLL,"Fitness Classes, Swimming",758
E06000063,GLL,"Football, Swimming",8
E06000063,GLL,"Games, Swimming",105
E06000063,GLL,"Gym Workout, Swimming",379
E06000063,GLL,"Kids Activities , Activities for Children",15
E06000063,GLL,"Kids Activities , Swimming",32
E06000063,GLL,"Legs, Bums & Tums, Swimming",13
E06000063,GLL,"Netball draft, Swimming",8
E06000063,GLL,"Senior  Activities, Swimming",16
E06000063,GLL,"Social Activities, Swimming",14
E06000063,GLL,"Strength Basics, Swimming",5
E06000063,GLL,Swimming,452
E06000063,GLL,"Swimming, Games",9
E06000063,GLL,"Swimming, Swimming",947
E06000063,Playwaze,Badminton,4
E06000063,Playwaze,Other,16
E06000063,Playwaze,Wheelchair Basketball,4
E06000064,Barrow Park Leisure Centre,,3921
E06000064,Better,Body Conditioning,4
E06000064,Better,"Hatha Yoga, Yoga",12
E06000064,Better,Legs Bums And Tums,4
E06000064,Better,Multisports,4
E06000064,Better,Pump Fx,68
E06000064,Better,Soft Play,9536
E06000064,Better,Swimming,32736
E06000064,Bookwhen,"Aerobics, Flexibility/Stretching, Multi Fitness",12
E06000064,Bookwhen,Boxercise,16
E06000064,Bookwhen,Chair Based Exercise,40
E06000064,Bookwhen,Group Exercise,12
E06000064,Bookwhen,Multi Fitness,20
E06000064,British Triathlon,"Aquathlon, Triathlon, Aquabike",1
E06000064,British Triathlon,Triathlon,3
E06000064,England Netball,Walking Netball,12
E06000064,Exercise Anywhere,Nordic Walking,3
E06000064,GLL,"Adult Activities, Swimming",62
E06000064,GLL,"Badminton, Swimming",9
E06000064,GLL,"Children's Activities, Swimming",9
E06000064,GLL,"Climbing , Swimming",75
E06000064,GLL,"Fitness Classes, Swimming",547
E06000064,GLL,"Football, Swimming",39
E06000064,GLL,"Gym Workout, Swimming",304
E06000064,GLL,"Kids Activities , Swimming",59
E06000064,GLL,"Legs, Bums & Tums, Swimming",26
E06000064,GLL,"Netball draft, Swimming",16
E06000064,GLL,"Senior  Activities, Swimming",6
E06000064,GLL,Swimming,236
E06000064,GLL,"Swimming, Swimming",1405
E06000064,Playwaze,FitSteps®,4
E06000064,Playwaze,FitSteps® CHAIR,4
E06000064,Playwaze,Group Exercise,4
E06000065,Bookwhen,Zumba®,12
E06000065,Bookwhen,Zumba® Gold,52
E06000065,Brimhams Active,,22325
E06000065,British Triathlon,Aquathlon,2
E06000065,British Triathlon,"Aquathlon, Triathlon, Duathlon",1
E06000065,British Triathlon,Triathlon,7
E06000065,Everyone Active,,120830
E06000065,Everyone Active,Swimming,60
E06000065,Exercise Anywhere,Nordic Walking,39
E06000065,GoodGym,Running,1
E06000065,Playwaze,FitSteps®,8
E06000065,TeamUp,,201
E06000066,Bookwhen,"Bootcamp, Circuit Training, Functional Fitness",12
E06000066,Bookwhen,Chair Based Exercise,12
E06000066,Bookwhen,Group Exercise,8
E06000066,Bookwhen,"Hour of Power, New Body",8
E06000066,Bookwhen,Pilates,180
E06000066,Bookwhen,Yoga,24
E06000066,British Triathlon,Triathlon,3
E06000066,England Netball,Netball,1
E06000066,England Netball,Walking Netball,1
E06000066,Everyone Active,,98215
E06000066,Everyone Active,Body Combat™,5
E06000066,Everyone Active,Body Jam™,5
E06000066,Everyone Active,Gym Workout,10
E06000066,Everyone Active,Legs Bums And Tums,5
E06000066,Everyone Active,Swimming,40
E06000066,Everyone Active,Yoga,10
E06000066,LED Leisure Management Ltd,,18330
E06000066,Matthew Arnold Sports Centre,Sports Hall,5406
E06000066,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,567
E06000066,Playwaze,FitSteps®,24
E06000066,Playwaze,Physiotherapy,4
E06000066,TeamUp,,10167
E06000066,TeamUp,Group Exercise,9
E06000066,Wells Cathedral School,Sports Hall,44930
E07000008,Better,Aerobics,12
E07000008,Better,Aqua Aerobics,8
E07000008,Better,Body Conditioning,12
E07000008,Better,Boxfit,8
E07000008,Better,Circuit Training,60
E07000008,Better,"Core Stability, Abs/Core, Group Exercise",16
E07000008,Better,"Dance Fitness, Group Exercise",24
E07000008,Better,Functional Fitness,32
E07000008,Better,Group Exercise,4
E07000008,Better,"Hatha Yoga, Yoga",64
E07000008,Better,HIIT,12
E07000008,Better,Indoor Cycling,40
E07000008,Better,Legs Bums And Tums,12
E07000008,Better,Pilates,20
E07000008,Better,Pump Fx,8
E07000008,Better,Rebound,4
E07000008,Better,"Spinning, Indoor Cycling",8
E07000008,Better,Step Aerobics,12
E07000008,Better,Swimming,30952
E07000008,Better,Swimming Lessons,76
E07000008,Better,Tai Chi,4
E07000008,Better,"Tai Chi, Group Exercise",4
E07000008,Better,Zumba®,40
E07000008,British Triathlon,Duathlon,3
E07000008,GLL,"Badminton, Swimming",60
E07000008,GLL,"Children's Activities, Swimming",39
E07000008,GLL,"Fitness Classes, Swimming",605
E07000008,GLL,"Gym Workout, Swimming",120
E07000008,GLL,"Legs, Bums & Tums, Swimming",36
E07000008,GLL,Swimming,328
E07000008,GLL,"Swimming, Swimming",1152
E07000008,GoodGym,Running,12
E07000008,TeamUp,,8604
E07000009,Better,Aqua Aerobics,24
E07000009,Better,Body Conditioning,12
E07000009,Better,"Body Conditioning, Group Exercise",4
E07000009,Better,Boxfit,12
E07000009,Better,Circuit Training,4
E07000009,Better,"Core Stability, Abs/Core, Group Exercise",4
E07000009,Better,Dance,4
E07000009,Better,Dance Fitness,8
E07000009,Better,"Dance Fitness, Group Exercise",8
E07000009,Better,Functional Fitness,8
E07000009,Better,Group Exercise,12
E07000009,Better,"Group Exercise, Body Conditioning",4
E07000009,Better,"Hatha Yoga, Yoga",40
E07000009,Better,Indoor Cycling,28
E07000009,Better,Multisports,4
E07000009,Better,Pilates,16
E07000009,Better,Pump Fx,12
E07000009,Better,Soft Play,336
E07000009,Better,Swimming,4184
E07000009,Better,Swimming Lessons,36
E07000009,Better,Zumba®,8
E07000009,Bookwhen,Voga,4
E07000009,GLL,"Fitness Classes, Swimming",283
E07000009,GLL,"Legs, Bums & Tums, Swimming",8
E07000009,GLL,"Social Activities, Swimming",6
E07000009,GLL,"Swimming, Swimming",148
E07000009,Playwaze,FitSteps®,8
E07000010,Bookwhen,Bounce,20
E07000010,Bookwhen,Multisports,4
E07000010,Bookwhen,Rebound,20
E07000010,March was Town FC Estover CIC,Sports Hall,41726
E07000010,Playwaze,Badminton,8
E07000010,Playwaze,Dodgeball,4
E07000011,Bookwhen,Bounce,20
E07000011,Bookwhen,Club Cardio,4
E07000011,Bookwhen,Rebound,172
E07000011,Bookwhen,Restorative Yoga,8
E07000011,Bookwhen,Yin Yoga,4
E07000011,Bookwhen,Yoga,28
E07000011,British Triathlon,Triathlon,6
E07000011,Huntingdonshire District Council,,103820
E07000011,Playwaze,FitSteps®,24
E07000012,Better,Ice Skating,3600
E07000012,Better,"Ice Skating, Schooling",84
E07000012,Bookwhen,Bounce,16
E07000012,British Triathlon,Duathlon,1
E07000012,British Triathlon,Triathlon,1
E07000012,Everyone Active,,15185
E07000012,GLL,"Ice Skating, Swimming",569
E07000012,GoodGym,Running,3
E07000012,Playwaze,FitSteps®,24
E07000012,Playwaze,Karate,8
E07000012,TeamUp,,159
E07000032,British Triathlon,Triathlon,1
E07000032,Exercise Anywhere,Nordic Walking,33
E07000032,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,5850
E07000032,Places Leisure,,62980
E07000032,Places Leisure,Bodypump™,5
E07000032,Places Leisure,Pickleball,5
E07000032,Places Leisure,Swimming,5
E07000032,TeamUp,,3693
E07000032,TeamUp,Aerial Hoop,12
E07000032,TeamUp,Pole Dancing,15
E07000033,Actihire,Sports Hall,148864
E07000033,Bookwhen,"Yin Yoga, Yoga",20
E07000034,Actihire,Sports Hall,161542
E07000034,Bookwhen,Boogie Bounce,4
E07000035,Actihire,Sports Hall,214642
E07000035,British Triathlon,Duathlon,3
E07000035,British Triathlon,Triathlon,1
E07000035,Exercise Anywhere,Nordic Walking,51
E07000035,Playwaze,Athletics,4
E07000035,Playwaze,Circuit Training,4
E07000035,Playwaze,Hockey,4
E07000035,Playwaze,Multi Fitness,20
E07000035,Playwaze,Multisports,20
E07000035,Playwaze,Netball,4
E07000035,Playwaze,Running,8
E07000035,Playwaze,Tag Rugby,4
E07000035,Playwaze,Walking,16
E07000035,TeamUp,,312
E07000036,Actihire,Sports Hall,159442
E07000036,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,1095
E07000036,Playwaze,Clubbercise,40
E07000037,Exercise Anywhere,Nordic Walking,3
E07000037,Harpur Hill Sports Centre CIC,Sports Hall,13352
E07000037,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,801
E07000037,Playwaze,Badminton,4
E07000038,Actihire,Sports Hall,146640
E07000039,British Triathlon,Triathlon,1
E07000039,Everyone Active,,45220
E07000039,Everyone Active,Badminton,5
E07000039,Everyone Active,Step Aerobics,5
E07000039,Everyone Active,Zumba®,5
E07000039,Playwaze,Dance Fitness,4
E07000039,Playwaze,FitSteps®,72
E07000039,Playwaze,Pilates,8
E07000040,GoodGym,Running,1
E07000040,LED Leisure Management Ltd,,275125
E07000040,LED Leisure Management Ltd,"Aqua Fit, Water-Based Classes",5
E07000040,LED Leisure Management Ltd,Body Combat™,5
E07000040,LED Leisure Management Ltd,Bodypump™,10
E07000040,LED Leisure Management Ltd,Circuit Training,5
E07000040,LED Leisure Management Ltd,Functional Fitness,40
E07000040,LED Leisure Management Ltd,Group Exercise,15
E07000040,LED Leisure Management Ltd,Gym Workout,30
E07000040,LED Leisure Management Ltd,HIIT,25
E07000040,LED Leisure Management Ltd,Pilates,10
E07000040,LED Leisure Management Ltd,Spinning,5
E07000040,LED Leisure Management Ltd,Step Aerobics,5
E07000040,LED Leisure Management Ltd,Stretch Class,5
E07000040,LED Leisure Management Ltd,Swimming,260
E07000040,LED Leisure Management Ltd,Tai Chi,5
E07000040,LED Leisure Management Ltd,Weightlifting,15
E07000040,Playwaze,FitSteps®,32
E07000040,Playwaze,Yoga,12
E07000041,England Netball,Walking Netball,1
E07000041,GoodGym,Running,4
E07000041,Playwaze,FitSteps®,20
E07000042,British Triathlon,Triathlon,1
E07000042,Playwaze,FitSteps®,16
E07000043,Exercise Anywhere,Nordic Walking,12
E07000043,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,18054
E07000044,British Triathlon,Triathlon,1
E07000044,LED Leisure Management Ltd,,19975
E07000044,LED Leisure Management Ltd,Circuit Training,5
E07000044,LED Leisure Management Ltd,Gym Workout,5
E07000044,LED Leisure Management Ltd,Hatha Yoga,5
E07000045,Playwaze,Badminton,16
E07000045,Playwaze,FitSteps®,4
E07000046,British Triathlon,Triathlon,2
E07000046,Exercise Anywhere,Nordic Walking,21
E07000046,Playwaze,FitSteps®,16
E07000047,British Triathlon,Triathlon,2
E07000061,Better,Aqua Aerobics,224
E07000061,Better,"Body Combat™, Group Exercise",112
E07000061,Better,Body Conditioning,344
E07000061,Better,"Body Conditioning, Group Exercise, Abs/Core",56
E07000061,Better,Circuit Training,76
E07000061,Better,"Dance Fitness, Group Exercise",72
E07000061,Better,Group Exercise,128
E07000061,Better,"Hatha Yoga, Yoga",124
E07000061,Better,Indoor Cycling,152
E07000061,Better,Legs Bums And Tums,56
E07000061,Better,Multisports,76
E07000061,Better,Pilates,104
E07000061,Better,Soft Play,2660
E07000061,Better,Swimming,38840
E07000061,Better,Tai Chi,72
E07000061,Better,Zumba®,68
E07000061,British Triathlon,"Triathlon, Swimming",1
E07000061,GLL,"Adult Activities, Swimming",7
E07000061,GLL,"Fitness Classes, Swimming",398
E07000061,GLL,"Gym Workout, Swimming",110
E07000061,GLL,"Kids Activities , Swimming",24
E07000061,GLL,"Legs, Bums & Tums, Swimming",16
E07000061,GLL,"Senior  Activities, Swimming",16
E07000061,GLL,Swimming,251
E07000061,GLL,"Swimming, Swimming",692
E07000061,TeamUp,,546
E07000063,Bookwhen,Bounce,32
E07000063,Playwaze,Ballet,8
E07000063,Playwaze,Fencing,8
E07000063,Playwaze,FitSteps®,12
E07000064,Bookwhen,Zumba®,120
E07000064,British Triathlon,Triathlon,1
E07000064,Playwaze,FitSteps®,28
E07000065,British Triathlon,Triathlon,1
E07000065,Exercise Anywhere,Nordic Walking,3
E07000065,Playwaze,Badminton,8
E07000065,TeamUp,,66
E07000066,Bookwhen,"Body Conditioning, Dance Fitness, Group Exercise",16
E07000066,Everyone Active,,120840
E07000066,Everyone Active,Body Combat™,5
E07000066,Everyone Active,Gym Workout,5
E07000066,Everyone Active,HIIT,30
E07000066,Everyone Active,Personal Training,10
E07000066,Exercise Anywhere,Nordic Walking,3
E07000066,Playwaze,Tap Fitness,32
E07000067,Bookwhen,Bounce,68
E07000067,British Triathlon,"Triathlon, Swimming",1
E07000068,Better,Body Conditioning,104
E07000068,Better,Boxfit,24
E07000068,Better,Circuit Training,48
E07000068,Better,"Core Stability, Abs/Core, Group Exercise",24
E07000068,Better,Group Exercise,28
E07000068,Better,"Hatha Yoga, Yoga",132
E07000068,Better,HIIT,100
E07000068,Better,Indoor Cycling,128
E07000068,Better,Legs Bums And Tums,52
E07000068,Better,Pilates,48
E07000068,Better,Pump Fx,48
E07000068,Better,Step Aerobics,56
E07000068,Better,Zumba®,24
E07000068,Bookwhen,"Body Conditioning, Dance Fitness, Group Exercise",12
E07000068,Bookwhen,Bounce,44
E07000068,British Triathlon,"Duathlon, Triathlon",1
E07000068,Everyone Active,,42695
E07000068,Everyone Active,Gym Workout,5
E07000068,Everyone Active,Personal Training,15
E07000068,Everyone Active,Swimming,25
E07000068,Exercise Anywhere,Nordic Walking,6
E07000068,GLL,"Fitness Classes, Swimming",135
E07000068,GLL,"Gym Workout, Swimming",56
E07000068,GLL,"Legs, Bums & Tums, Swimming",10
E07000069,Castlepoint,,16985
E07000070,British Triathlon,"Duathlon, Triathlon",1
E07000070,British Triathlon,Triathlon,2
E07000070,Chelmsford City Sports,,93855
E07000070,Danbury Parish Council,Sports Hall,13458
E07000070,GoodGym,Running,9
E07000070,TeamUp,,468
E07000071,Bookwhen,Bounce,48
E07000071,Colchester Leisure World,,920
E07000071,GoodGym,Running,10
E07000071,Playwaze,FitSteps®,4
E07000071,TeamUp,,942
E07000072,GoodGym,Running,1
E07000072,Places Leisure,,30275
E07000072,Places Leisure,Body Conditioning,5
E07000072,TeamUp,,480
E07000073,Bookwhen,Bounce,128
E07000073,Bookwhen,"Bounce, Group Exercise",84
E07000073,Playwaze,FitSteps®,4
E07000073,The Hub - Rise Community,Sports Hall,13530
E07000074,British Triathlon,Triathlon,2
E07000074,Places Leisure,,14060
E07000074,Places Leisure,Bodybalance™,10
E07000074,Places Leisure,Dance Fitness,5
E07000074,Places Leisure,Pilates,10
E07000074,Places Leisure,Shbam™,5
E07000074,Places Leisure,Yoga,20
E07000075,Actihire,Sports Hall,103772
E07000075,Everyone Active,,42620
E07000075,Everyone Active,Short Mat Bowls,20
E07000076,Playwaze,FitSteps®,48
E07000076,Playwaze,Tennis,44
E07000076,Tendring Leisure,,49698
E07000077,Bookwhen,"Aerial, Aerial Discipline, Aerial Hoop, Circus Skills, Gymnastics, Pole Fitness",36
E07000077,Bookwhen,Bounce,48
E07000077,Exercise Anywhere,Nordic Walking,6
E07000077,TeamUp,,2694
E07000078,Bookwhen,Running,44
E07000078,British Triathlon,Triathlon,5
E07000079,Bookwhen,Body Conditioning,20
E07000079,British Triathlon,Triathlon,2
E07000080,Bookwhen,Multisports,20
E07000080,British Triathlon,Triathlon,1
E07000080,LRSO,Sports Hall,71668
E07000080,Playwaze,FitSteps®,8
E07000081,Bookwhen,Pilates,4
E07000081,Halo,,8193
E07000082,,,2748
E07000082,Bookwhen,Multi Fitness,24
E07000082,Bookwhen,Multisports,16
E07000082,Bookwhen,Pilates,12
E07000082,British Triathlon,Triathlon,1
E07000082,Wycliffe College,Sports Hall,181498
E07000083,Bookwhen,Circus Skills,84
E07000083,Bookwhen,"Circus Skills, Gymnastics",8
E07000083,Bookwhen,Pilates,20
E07000083,Bookwhen,Yoga,16
E07000083,Halo,,9222
E07000083,Places Leisure,,4480
E07000083,Places Leisure,Body Conditioning,10
E07000083,Places Leisure,Indoor Cycling,5
E07000083,Places Leisure,Swimming,15
E07000083,Places Leisure,Yoga,5
E07000083,TeamUp,,6648
E07000084,Better,Aqua Aerobics,80
E07000084,Better,Badminton,116
E07000084,Better,Ballet Fitness,20
E07000084,Better,Body Conditioning,140
E07000084,Better,"Body Conditioning, Group Exercise",36
E07000084,Better,Boxfit,60
E07000084,Better,Circuit Training,40
E07000084,Better,"Core Stability, Abs/Core, Group Exercise",8
E07000084,Better,Dance,40
E07000084,Better,"Dance Fitness, Group Exercise",80
E07000084,Better,Functional Fitness,164
E07000084,Better,Group Exercise,116
E07000084,Better,"Hatha Yoga, Yoga",76
E07000084,Better,Indoor Cycling,96
E07000084,Better,Multisports,84
E07000084,Better,Pilates,196
E07000084,Better,Soft Play,20024
E07000084,Better,Step Aerobics,120
E07000084,Better,Swimming,4040
E07000084,Better,Swimming Lessons,80
E07000084,Better,Walking Football,40
E07000084,Better,Zumba®,20
E07000084,Exercise Anywhere,Nordic Walking,3
E07000084,GLL,"Fitness Classes, Swimming",374
E07000084,GLL,"Fitness classes, Swimming",14
E07000084,GLL,"Gym Workout, Swimming",92
E07000084,GLL,"Kids Activities , Swimming",52
E07000084,GLL,"Legs, Bums & Tums, Swimming",14
E07000084,GLL,Swimming,66
E07000084,GLL,"Swimming, Swimming",179
E07000084,GoodGym,Running,5
